City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
24,Nabire,ID,-3.3667,135.4833,76.39,87,100,3.06,overcast clouds
25,Punta Arenas,CL,-53.15,-70.9167,46.51,66,40,28.77,scattered clouds
26,Tasiilaq,GL,65.6145,-37.6368,1.56,48,2,4.05,clear sky
27,Port Hawkesbury,CA,45.6169,-61.3485,30.9,84,100,15.99,overcast clouds
28,Ocampo,MX,21.65,-101.5,55.38,32,0,1.39,clear sky
29,Ola,RU,59.5833,151.2833,-6.86,83,3,11.74,clear sky
30,Hobart,AU,-42.8794,147.3294,76.86,54,75,29.93,broken clouds
31,Oistins,BB,13.0667,-59.5333,78.89,73,40,20.71,scattered clouds
32,Byron Bay,AU,-28.65,153.6167,71.94,71,53,9.75,broken clouds
33,Butaritari,KI,3.0707,172.7902,80.69,80,71,16.55,light rain
34,Cape Town,ZA,-33.9258,18.4232,66.9,78,0,4.61,clear sky
35,Sambava,MG,-14.2667,50.1667,73.99,87,18,9.37,few clouds
36,Suntar,RU,62.1444,117.6319,5.13,95,85,9.17,light snow
37,Upernavik,GL,72.7868,-56.1549,1.92,70,100,5.57,overcast clouds
38,Chokurdakh,RU,70.6333,147.9167,-23.3,100,97,5.44,overcast clouds
39,Nikolskoye,RU,59.7035,30.7861,28.8,94,100,7.9,overcast clouds
40,Mahebourg,MU,-20.4081,57.7,77.29,73,40,10.36,scattered clouds
41,Salym,RU,60.0625,71.4789,-8.63,100,88,3.6,overcast clouds
42,Kargasok,RU,59.0556,80.8572,14.43,97,100,3.27,light snow
43,San Ignacio,BZ,17.1561,-89.0714,73.54,73,0,6.91,clear sky
44,Ulladulla,AU,-35.35,150.4667,81.81,42,0,12.64,clear sky
45,Saint-Philippe,RE,-21.3585,55.7679,72.99,81,40,11.07,light rain
46,Kaitangata,NZ,-46.2817,169.8464,71.17,58,12,5.41,few clouds
47,Tiarei,PF,-17.5333,-149.3333,80.62,70,29,12.1,scattered clouds
48,Wittlich,DE,49.9833,6.8833,43.38,81,100,13.8,overcast clouds
49,Jamestown,US,42.097,-79.2353,25.02,92,100,11.5,overcast clouds
50,Troitskoye,RU,52.9821,84.6757,1.67,98,93,4.85,overcast clouds
51,Namibe,AO,-15.1961,12.1522,70.63,74,24,6.22,few clouds
52,Ahipara,NZ,-35.1667,173.1667,72.14,64,6,3.76,clear sky
53,Bethel,US,41.3712,-73.414,32.94,61,100,3.44,overcast clouds
54,Zwedru,LR,6.0667,-8.1281,72.79,79,7,0.89,clear sky
55,Mount Isa,AU,-20.7333,139.5,78.57,78,100,13.8,overcast clouds
56,Port Alfred,ZA,-33.5906,26.891,68.18,91,31,8.99,scattered clouds
57,Jacareacanga,BR,-6.2222,-57.7528,71.67,98,100,2.46,overcast clouds
58,Bluff,NZ,-46.6,168.3333,63.18,73,2,4.23,clear sky
59,Wukari,NG,7.85,9.7833,74.14,24,32,7.78,scattered clouds
60,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,0,16.11,clear sky
61,Atar,MR,20.5169,-13.0499,68.25,23,37,2.77,scattered clouds
62,Klaksvik,FO,62.2266,-6.589,36.52,78,100,26.84,light rain
63,Antalaha,MG,-14.9003,50.2788,70.63,89,19,6.46,few clouds
64,Tanglad,PH,11.2917,125.5768,76.51,95,100,15.79,heavy intensity rain
65,Kapchorwa,UG,1.3965,34.4509,59.88,81,100,2.95,light rain
66,Muskegon,US,43.3,-86.1334,25.88,71,100,12.66,overcast clouds
67,Leningradskiy,RU,69.3833,178.4167,-21.95,99,95,5.28,overcast clouds
68,Cherskiy,RU,68.75,161.3,-9.02,99,100,3.65,overcast clouds
69,Aljezur,PT,37.3191,-8.8033,56.71,76,44,6.8,scattered clouds
70,Hammerfest,NO,70.6634,23.6821,23.45,68,0,9.22,clear sky
71,Provideniya,RU,64.3833,-173.3,6.91,85,40,24.61,scattered clouds
72,Palmer,US,42.1584,-72.3287,27.5,72,20,0.0,few clouds
73,Carnarvon,AU,-24.8667,113.6333,82.26,39,67,24.25,broken clouds
74,Avarua,CK,-21.2078,-159.775,84.25,74,20,8.05,few clouds
75,Thompson,CA,55.7435,-97.8558,-9.24,77,100,6.91,overcast clouds
76,Porgera,PG,-5.4667,143.2,48.56,91,100,3.47,overcast clouds
77,Cidreira,BR,-30.1811,-50.2056,69.66,74,95,10.83,overcast clouds
78,Quelimane,MZ,-17.8786,36.8883,78.75,78,40,8.05,scattered clouds
79,Villa Carlos Paz,AR,-31.4241,-64.4978,76.39,39,28,4.0,scattered clouds
80,Oktyabrskiy,RU,54.4815,53.471,0.23,99,100,2.57,overcast clouds
81,Zheleznodorozhnyy,RU,55.7503,38.0042,30.72,97,100,8.46,light snow
82,Port Lincoln,AU,-34.7333,135.8667,63.05,52,13,18.45,few clouds
83,Mount Gambier,AU,-37.8333,140.7667,64.33,47,53,14.52,broken clouds
84,Ust-Nera,RU,64.5667,143.2,-34.65,98,65,4.25,broken clouds
85,Linjiang,CN,41.8069,126.9078,3.2,93,75,2.35,broken clouds
86,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,83,20,14.97,few clouds
87,Dalbandin,PK,28.8947,64.4101,59.2,71,95,8.37,overcast clouds
88,Korla,CN,41.7597,86.1469,12.49,66,7,1.54,clear sky
89,Aberdeen,GB,57.1437,-2.0981,34.29,96,100,3.44,fog
90,Kapaa,US,22.0752,-159.319,82.72,66,0,4.61,clear sky
91,Khani,GE,41.9563,42.9566,29.77,78,82,5.32,broken clouds
92,Setermoen,NO,68.861,18.3486,22.96,87,100,8.57,overcast clouds
93,Voskresenskoye,RU,56.8381,45.4317,7.92,96,100,7.99,overcast clouds
94,Esperance,AU,-33.8667,121.9,62.71,51,31,6.96,scattered clouds
95,Ancud,CL,-41.8697,-73.8203,54.45,60,47,7.96,scattered clouds
96,Harper,LR,4.375,-7.7169,79.11,81,21,8.55,few clouds
97,Caravelas,BR,-17.7125,-39.2481,73.67,89,38,4.43,scattered clouds
98,Barrow,US,71.2906,-156.7887,-5.78,77,0,18.41,clear sky
99,Itarema,BR,-2.9248,-39.9167,80.13,75,94,13.71,overcast clouds
100,Planadas,CO,3.197,-75.6451,73.83,88,42,4.34,scattered clouds
101,Clyde River,CA,70.4692,-68.5914,-10.97,84,100,10.36,overcast clouds
102,Taksimo,RU,56.3444,114.8794,-19.71,84,11,1.43,few clouds
103,Castro,BR,-24.7911,-50.0119,64.71,93,11,3.6,few clouds
104,Victoria,HK,22.2855,114.1577,63.95,78,38,8.01,scattered clouds
105,Muravlenko,RU,63.7898,74.523,3.2,95,67,11.63,broken clouds
106,Port Elizabeth,ZA,-33.918,25.5701,68.29,83,20,19.57,few clouds
107,Isangel,VU,-19.55,169.2667,78.91,94,100,9.22,overcast clouds
108,Rio Grande,BR,-32.035,-52.0986,69.94,63,100,11.54,overcast clouds
109,The Valley,AI,18.217,-63.0578,77.14,88,20,14.97,few clouds
110,Balkhash,KZ,46.844,74.9804,10.13,85,77,6.62,broken clouds
111,Ponta Do Sol,PT,32.6667,-17.1,66.13,28,3,7.16,clear sky
112,Muisne,EC,0.6,-80.0333,75.76,85,49,5.12,scattered clouds
113,Amla,IN,21.9333,78.1167,56.73,76,4,4.63,clear sky
114,Salinopolis,BR,-0.6136,-47.3561,78.78,87,61,9.75,broken clouds
115,Fairbanks,US,64.8378,-147.7164,2.61,74,100,9.22,light snow
116,Busselton,AU,-33.65,115.3333,61.65,51,0,11.63,clear sky
117,Iqaluit,CA,63.7506,-68.5145,8.33,66,40,5.75,scattered clouds
118,Callaway,US,30.153,-85.5699,48.9,64,0,3.44,clear sky
119,Porto Santo,PT,33.072,-16.3415,64.78,88,20,11.5,few clouds
120,Aksay,RU,47.26,39.87,41.22,72,100,5.01,overcast clouds
121,Iralaya,HN,15.0,-83.2333,75.58,85,23,8.86,light rain
122,Mlimba,TZ,-8.8,35.8167,70.74,98,100,1.07,moderate rain
123,Khyriv,UA,49.5333,22.8524,32.63,84,48,9.8,scattered clouds
124,Acapulco,MX,16.8634,-99.8901,80.42,69,20,3.44,few clouds
125,Hirara,JP,24.8,125.2833,68.27,73,40,16.11,scattered clouds
126,Albany,US,42.6001,-73.9662,25.52,72,40,4.16,scattered clouds
127,Valente,BR,-11.4122,-39.4619,73.04,80,91,9.71,overcast clouds
128,Okhotsk,RU,59.3833,143.3,-6.77,76,2,19.6,clear sky
129,Store Heddinge,DK,55.3097,12.3889,38.88,94,69,17.09,broken clouds
130,Olot,ES,42.181,2.4901,45.19,96,1,4.74,clear sky
131,Qeshm,IR,26.9581,56.2719,66.09,71,72,3.11,light rain
132,Pytalovo,RU,57.0679,27.9138,32.85,90,97,10.36,overcast clouds
133,New Norfolk,AU,-42.7826,147.0587,76.5,83,100,13.58,overcast clouds
134,Jalingo,NG,8.8833,11.3667,72.05,25,2,7.29,clear sky
135,Mount Pleasant,US,32.7941,-79.8626,43.0,68,0,0.0,clear sky
136,Moorhead,US,46.8739,-96.7676,24.82,85,100,12.66,overcast clouds
137,Juneau,US,58.3019,-134.4197,36.21,100,99,0.98,overcast clouds
138,Vestmannaeyjar,IS,63.4427,-20.2734,28.08,87,89,10.89,overcast clouds
139,Alyangula,AU,-13.8483,136.4192,83.7,76,100,10.38,overcast clouds
140,Cedar City,US,37.6775,-113.0619,41.97,70,100,17.27,overcast clouds
141,Dikson,RU,73.5069,80.5464,-21.59,97,56,6.26,broken clouds
142,Abbeville,FR,50.1,1.8333,49.96,84,100,19.77,overcast clouds
143,Hithadhoo,MV,-0.6,73.0833,80.76,75,100,11.21,overcast clouds
144,Te Anau,NZ,-45.4167,167.7167,79.39,39,9,4.03,clear sky
145,Were Ilu,ET,10.6,39.4333,50.61,89,80,4.05,light rain
146,Geraldton,AU,-28.7667,114.6,77.41,38,0,12.66,clear sky
147,Half Moon Bay,US,37.4636,-122.4286,57.34,91,20,9.22,mist
148,Saldanha,ZA,-33.0117,17.9442,62.65,94,39,9.75,scattered clouds
149,Kaka,TM,37.3482,59.6143,41.27,66,58,2.06,broken clouds
150,Ocos,GT,14.5094,-92.1933,80.78,67,0,5.32,clear sky
151,Hamilton,US,39.1834,-84.5333,33.24,84,100,6.91,overcast clouds
152,Kassala,SD,15.451,36.4,63.9,64,5,7.61,clear sky
153,Cabanas,CU,22.9758,-82.9219,70.68,78,85,10.56,overcast clouds
154,Lasa,IT,46.6166,10.7002,36.48,75,59,2.06,broken clouds
155,Ihosy,MG,-22.4,46.1167,67.44,96,65,4.85,broken clouds
156,Codrington,AU,-38.2667,141.9667,64.49,56,87,19.95,overcast clouds
157,El Reno,US,35.5323,-97.955,47.28,42,0,20.71,clear sky
158,Bathsheba,BB,13.2167,-59.5167,79.41,73,40,20.71,scattered clouds
159,San Policarpo,PH,12.1791,125.5072,77.77,94,100,20.78,heavy intensity rain
160,Paita,PE,-5.0892,-81.1144,69.94,80,93,13.85,overcast clouds
161,Laguna,US,38.421,-121.4238,56.28,94,20,11.5,few clouds
162,Yate,GB,51.5407,-2.4184,51.46,95,100,1.99,overcast clouds
163,Gornozavodsk,RU,58.3758,58.3211,-1.44,100,96,1.74,overcast clouds
164,Torbay,CA,47.6666,-52.7314,33.58,90,75,9.22,broken clouds
165,Kaeo,NZ,-35.1,173.7833,77.32,67,9,8.55,clear sky
166,Quzhou,CN,28.9594,118.8686,42.15,69,99,5.01,overcast clouds
167,Yellowknife,CA,62.456,-114.3525,-1.44,78,100,11.5,light snow
168,Khatanga,RU,71.9667,102.5,-33.2,99,91,5.48,overcast clouds
169,Westport,US,41.1415,-73.3579,34.45,59,100,5.75,overcast clouds
170,Walvis Bay,NA,-22.9575,14.5053,63.09,94,0,0.0,clear sky
171,Huilong,CN,31.8111,121.655,40.93,62,99,9.04,overcast clouds
172,Lhokseumawe,ID,5.1801,97.1507,76.64,84,98,1.14,overcast clouds
173,Chuy,UY,-33.6971,-53.4616,65.93,66,100,8.52,overcast clouds
174,Tessalit,ML,20.1986,1.0114,67.26,25,100,10.51,overcast clouds
175,Ilulissat,GL,69.2167,-51.1,14.02,31,28,20.71,scattered clouds
176,Houma,US,29.5958,-90.7195,52.0,68,0,6.91,clear sky
177,Constitucion,CL,-35.3333,-72.4167,58.78,81,14,10.31,few clouds
178,Pischia,RO,45.9031,21.3372,32.74,96,0,3.44,clear sky
179,Keetmanshoop,NA,-26.5833,18.1333,75.13,25,22,11.07,few clouds
180,Tiksi,RU,71.6872,128.8694,-18.94,100,94,4.61,overcast clouds
181,Faanui,PF,-16.4833,-151.75,81.19,72,71,12.26,broken clouds
182,Beloha,MG,-25.1667,45.05,74.71,79,46,4.0,scattered clouds
183,Georgetown,MY,5.4112,100.3354,78.73,87,20,9.22,few clouds
184,Luancheng,CN,37.8792,114.6517,15.96,24,0,2.73,clear sky
185,Pangnirtung,CA,66.1451,-65.7125,0.64,62,82,7.34,broken clouds
186,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,73.13,94,71,4.92,broken clouds
187,Nexo,DK,55.0607,15.1306,41.09,87,100,19.55,overcast clouds
188,Fortuna,US,40.5982,-124.1573,52.14,86,61,1.01,broken clouds
189,Broome,US,42.2506,-75.833,26.02,82,40,4.0,scattered clouds
190,Hami,CN,42.8,93.45,16.66,49,0,2.51,clear sky
191,Matamoros,MX,25.5333,-103.25,69.91,18,20,5.75,few clouds
192,Pacific Grove,US,36.6177,-121.9166,57.42,92,100,10.36,mist
193,Amalapuram,IN,16.5833,82.0167,70.45,97,52,2.21,broken clouds
194,Russell,US,32.3502,-85.1999,40.01,60,0,0.0,clear sky
195,Murdochville,CA,48.9583,-65.5006,7.68,82,88,10.63,overcast clouds
196,Hasaki,JP,35.7333,140.8333,39.6,50,100,3.53,overcast clouds
197,Saryg-Sep,RU,51.5,95.6,-15.07,98,66,3.51,broken clouds
198,Jalu,LY,29.0331,21.5482,54.09,63,0,2.55,clear sky
199,Norsup,VU,-16.0667,167.3833,80.8,76,100,3.24,overcast clouds
200,Muros,ES,42.7762,-9.0603,52.09,92,100,14.58,overcast clouds
201,Ossora,RU,59.2353,163.0719,13.3,67,7,8.08,clear sky
202,Raga,SS,8.4596,25.678,63.55,28,18,5.19,few clouds
203,Yelan,RU,50.949,43.7378,25.27,94,100,14.25,light snow
204,Ushibuka,JP,32.1906,130.0228,52.25,59,100,8.9,overcast clouds
205,Atambua,ID,-9.1061,124.8925,78.24,81,99,6.76,overcast clouds
206,Saint-Francois,FR,46.4154,3.9054,40.44,87,20,5.75,few clouds
207,Hilpoltstein,DE,49.19,11.1886,31.03,99,48,4.85,scattered clouds
208,Carambei,BR,-24.9178,-50.0972,62.17,94,13,4.34,few clouds
209,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,93,100,12.93,light rain
210,Yulara,AU,-25.2406,130.9889,92.28,35,1,14.14,clear sky
211,Parry Sound,CA,45.3501,-80.033,28.45,74,100,12.5,overcast clouds
212,Kavaratti,IN,10.5669,72.642,81.45,76,6,11.97,clear sky
213,Camapua,BR,-19.5314,-54.0439,74.21,85,6,3.38,clear sky
214,Tura,IN,25.5198,90.2201,51.73,59,0,2.62,clear sky
215,Bredasdorp,ZA,-34.5322,20.0403,66.88,77,96,3.44,overcast clouds
216,Labuhan,ID,-6.8844,112.2051,80.42,76,100,9.69,overcast clouds
217,Bud,US,39.447,-86.1758,30.22,88,91,11.07,overcast clouds
218,Labrea,BR,-7.2586,-64.7981,74.25,94,69,3.51,broken clouds
219,Lugovoy,KZ,42.9472,72.7644,29.14,68,100,3.78,overcast clouds
220,Upata,VE,8.0086,-62.3989,74.19,95,36,4.43,scattered clouds
221,Sakakah,SA,29.9697,40.2064,49.57,84,41,3.2,scattered clouds
222,Yinchuan,CN,38.4681,106.2731,15.64,29,7,2.77,clear sky
223,Granada,ES,37.25,-3.25,46.29,36,100,3.4,overcast clouds
224,Vaasa,FI,63.096,21.6158,21.22,93,100,4.61,overcast clouds
225,Burnie,AU,-41.0667,145.9167,63.95,74,99,15.01,overcast clouds
226,Mtimbira,TZ,-8.7833,36.35,70.99,98,100,1.39,light rain
227,Severo-Kurilsk,RU,50.6789,156.125,32.85,77,78,22.53,broken clouds
228,Christchurch,NZ,-43.5333,172.6333,73.42,61,20,17.27,few clouds
229,Waipawa,NZ,-41.4122,175.5153,63.86,67,29,5.53,scattered clouds
230,El Retorno,CO,2.3302,-72.6276,77.41,64,51,2.48,broken clouds
231,Ban Dung,TH,17.699,103.2596,64.99,99,98,3.04,overcast clouds
232,Taitung,TW,22.7583,121.1444,64.67,88,100,6.91,overcast clouds
233,Saskylakh,RU,71.9167,114.0833,-40.56,100,91,4.74,overcast clouds
234,Batagay-Alyta,RU,67.8006,130.4114,-12.77,88,100,2.57,overcast clouds
235,Pouembout,NC,-21.1333,164.9,79.92,82,100,5.7,light rain
236,Ixtapa,MX,20.7,-105.2,76.23,73,0,8.05,clear sky
237,East London,ZA,-33.0153,27.9116,69.21,92,52,14.88,broken clouds
238,Gawler,AU,-34.6,138.7333,71.98,63,0,14.9,clear sky
239,Baykit,RU,61.67,96.37,-11.72,100,100,1.34,overcast clouds
240,Padang,ID,-0.9492,100.3543,73.45,79,100,1.88,light rain
241,Bambous Virieux,MU,-20.3428,57.7575,77.25,73,40,10.36,scattered clouds
242,Hobyo,SO,5.3505,48.5268,76.46,80,17,10.0,few clouds
243,Arkhangelskoye,RU,55.8549,35.3287,27.59,99,100,0.29,light snow
244,Cabo San Lucas,MX,22.8909,-109.9124,76.3,60,0,4.61,clear sky
245,London,GB,51.5085,-0.1257,52.27,92,100,14.97,overcast clouds
246,Atherton,GB,53.5237,-2.4935,46.74,92,100,1.99,overcast clouds
247,Saint Anthony,US,45.0205,-93.218,24.73,78,0,14.97,clear sky
248,Marsabit,KE,2.3284,37.9899,65.91,68,99,7.56,overcast clouds
249,Ducheng,CN,23.2373,111.5317,56.19,48,98,4.52,overcast clouds
250,Tautira,PF,-17.7333,-149.15,80.69,70,1,10.92,clear sky
251,Radovitskiy,RU,55.1282,39.7956,27.68,96,100,10.56,snow
252,Arman,RU,59.7,150.1667,-0.85,79,0,10.18,clear sky
253,Guerrero Negro,MX,27.9769,-114.0611,64.8,56,36,9.89,scattered clouds
254,Souillac,MU,-20.5167,57.5167,77.38,73,40,10.36,scattered clouds
255,Tilichiki,RU,60.4667,166.1,-2.13,87,4,11.41,clear sky
256,Humberto De Campos,BR,-2.5983,-43.4611,76.46,88,100,6.85,overcast clouds
257,Arrifes,PT,37.7667,-25.7,57.45,94,75,12.66,light intensity shower rain
258,Riyadh,SA,24.6877,46.7219,51.94,53,2,11.07,clear sky
259,Avera,US,33.194,-82.5271,38.71,66,0,2.73,clear sky
260,Khor,RU,47.8861,134.9464,10.35,93,100,5.73,light snow
261,Batagay,RU,67.6333,134.6333,-15.2,91,99,3.94,overcast clouds
262,Xinzhi,CN,36.4989,111.7047,25.25,21,0,2.95,clear sky
263,Pozo Colorado,PY,-23.4923,-58.7972,74.8,80,92,11.18,overcast clouds
264,Tarko-Sale,RU,64.9225,77.785,2.05,97,93,8.5,overcast clouds
265,Grosseto,IT,42.8333,11.25,52.92,87,0,3.44,clear sky
266,Tacuati,PY,-23.45,-56.5833,77.18,75,53,7.92,broken clouds
267,Kudahuvadhoo,MV,2.6708,72.8944,81.14,69,100,7.27,overcast clouds
268,Kropotkin,RU,45.4375,40.5756,42.64,83,100,7.14,light rain
269,Dingle,PH,10.9995,122.6711,74.39,95,100,8.66,overcast clouds
270,Stuttgart,DE,48.7823,9.177,38.8,91,0,3.44,clear sky
271,Erbaa,TR,40.6689,36.5675,44.55,66,99,2.91,overcast clouds
272,La Ronge,CA,55.1001,-105.2842,3.45,85,100,12.66,light snow
273,Anadyr,RU,64.75,177.4833,0.1,71,0,20.13,clear sky
274,Tual,ID,-5.6667,132.75,83.5,74,100,20.42,light rain
275,Ayagoz,KZ,47.9714,80.4392,-6.43,87,3,3.22,clear sky
276,Matara,LK,5.9485,80.5353,73.71,91,30,6.02,scattered clouds
277,Saint George,US,37.1041,-113.5841,54.25,68,100,5.75,overcast clouds
278,Bida,NG,9.0833,6.0167,71.24,28,0,6.53,clear sky
279,Marzuq,YE,14.4,46.4667,64.09,70,44,2.01,scattered clouds
280,Krabi,TH,8.0726,98.9105,70.0,94,20,4.61,few clouds
281,Mul,IN,20.0667,79.6667,67.37,68,57,3.09,broken clouds
282,Lebanon,US,36.2081,-86.2911,37.2,83,5,5.46,clear sky
283,Meadow Lake,US,34.8014,-106.5436,52.07,41,100,9.55,overcast clouds
284,Coihaique,CL,-45.5752,-72.0662,51.75,54,0,5.75,clear sky
285,Deputatskiy,RU,69.3,139.9,-25.69,100,55,4.47,broken clouds
286,Ambovombe,MG,-25.1667,46.0833,74.82,82,25,3.2,scattered clouds
287,Pevek,RU,69.7008,170.3133,-7.78,99,100,3.27,overcast clouds
288,Lesosibirsk,RU,58.2358,92.4828,14.47,96,100,4.07,light snow
289,Amol,IR,36.4696,52.3507,45.82,84,81,3.49,broken clouds
290,Monster,NL,52.0258,4.175,45.95,89,100,17.27,overcast clouds
291,Vanavara,RU,60.34,102.2797,-4.23,100,85,4.81,overcast clouds
292,Saucillo,MX,28.0167,-105.2833,59.88,16,3,6.31,clear sky
293,Barcelos,PT,41.5388,-8.6151,52.92,94,9,4.21,clear sky
294,Pompeu,BR,-19.2244,-44.9353,65.62,95,100,3.13,overcast clouds
295,Kavieng,PG,-2.5744,150.7967,84.52,65,75,6.64,broken clouds
296,Nanakuli,US,21.3906,-158.1547,83.57,51,0,13.8,clear sky
297,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,91,100,12.41,overcast clouds
298,Zhuhai,CN,22.2769,113.5678,61.86,88,0,9.22,clear sky
299,Kahului,US,20.8947,-156.47,84.22,58,20,18.41,few clouds
300,Goderich,CA,43.7501,-81.7165,26.92,74,100,17.27,overcast clouds
301,Severo-Yeniseyskiy,RU,60.3725,93.0408,-0.04,98,100,3.67,overcast clouds
302,Mazagao,BR,-0.115,-51.2894,80.65,88,100,3.6,overcast clouds
303,Baiyin,CN,36.5583,104.2081,17.22,41,0,2.55,clear sky
304,Casablanca,MA,33.5928,-7.6192,60.33,82,1,4.0,clear sky
305,High Prairie,CA,55.4334,-116.4858,15.76,96,100,5.82,snow
306,Inhambane,MZ,-23.865,35.3833,76.73,77,92,5.35,overcast clouds
307,Northam,GB,51.0333,-4.2167,49.6,97,100,10.54,overcast clouds
308,Porbandar,IN,21.6422,69.6093,66.88,32,54,9.46,broken clouds
309,Axim,GH,4.8699,-2.2405,77.61,79,35,5.48,scattered clouds
310,Margate,GB,51.3813,1.3862,49.3,89,100,13.0,overcast clouds
311,Port Blair,IN,11.6667,92.75,73.44,88,40,2.3,mist
312,Mackay,AU,-21.15,149.2,84.69,64,99,18.41,overcast clouds
313,Dwarka,IN,22.2394,68.9678,70.03,39,5,12.28,clear sky
314,Havoysund,NO,70.9963,24.6622,25.03,83,68,25.93,broken clouds
315,Grindavik,IS,63.8424,-22.4338,23.47,80,20,13.8,few clouds
316,Pisco,PE,-13.7,-76.2167,71.65,88,0,17.27,clear sky
317,Kaliua,TZ,-5.0606,31.7936,64.47,97,100,3.33,light rain
318,Kurilsk,RU,45.2333,147.8833,31.64,76,99,7.36,overcast clouds
319,Kununurra,AU,-15.7667,128.7333,82.38,89,40,4.61,scattered clouds
320,Sitka,US,57.0531,-135.33,37.29,87,100,3.44,overcast clouds
321,Keokuk,US,40.3973,-91.3849,31.08,64,0,12.66,clear sky
322,Xiantao,CN,30.3833,113.4,39.43,48,100,5.48,overcast clouds
323,Bandarbeyla,SO,9.4942,50.8122,73.85,74,10,10.69,clear sky
324,Ponta Delgada,PT,37.7333,-25.6667,59.72,94,75,12.66,light intensity shower rain
325,Tessaoua,NE,13.7574,7.9874,60.28,33,0,10.98,clear sky
326,Touros,BR,-5.1989,-35.4608,78.98,77,9,13.35,clear sky
327,Sandnessjoen,NO,66.0217,12.6316,34.65,75,100,7.0,light snow
328,Wad Rawah,SD,15.1603,33.1397,63.05,25,0,15.41,clear sky
329,San-Pedro,CI,4.7485,-6.6363,77.92,81,20,4.18,few clouds
330,Rio Gallegos,AR,-51.6226,-69.2181,51.85,58,40,27.63,scattered clouds
331,Jishou,CN,28.3167,109.7167,35.35,100,100,1.77,overcast clouds
332,Beringovskiy,RU,63.05,179.3167,1.15,97,100,18.48,light snow
333,Fare,PF,-16.7,-151.0167,81.12,73,1,11.27,clear sky
334,Akcaabat,TR,41.0212,39.5715,49.87,62,75,6.91,broken clouds
335,Mana,GF,5.6592,-53.7767,76.15,87,45,9.33,scattered clouds
336,Hofn,IS,64.2539,-15.2082,23.0,69,99,9.35,overcast clouds
337,Devils Lake,US,48.1128,-98.8651,19.38,93,75,17.27,broken clouds
338,Waitara,NZ,-38.925,174.25,73.0,53,0,9.66,clear sky
339,Griffith,US,41.5284,-87.4237,25.05,83,100,18.41,overcast clouds
340,Dunda,TZ,-8.1167,34.25,64.47,98,100,2.48,moderate rain
341,Kotma,IN,23.2,81.9667,51.06,39,0,6.13,clear sky
342,Longyearbyen,SJ,78.2186,15.6401,33.64,75,75,17.27,light rain and snow
343,Balakovo,RU,52.0278,47.8007,15.21,94,27,4.43,scattered clouds
344,Faya,SA,18.3851,42.4509,48.72,77,9,4.36,clear sky
345,Mangochi,MW,-14.4782,35.2645,70.65,90,98,1.5,overcast clouds
346,Wasilla,US,61.5814,-149.4394,34.93,75,100,6.91,overcast clouds
347,Bubaque,GW,11.2833,-15.8333,77.5,70,70,14.81,light rain
348,Carutapera,BR,-1.195,-46.02,77.7,85,100,6.73,overcast clouds
349,Haines Junction,CA,60.7522,-137.5108,25.09,97,100,1.79,overcast clouds
350,Usta Muhammad,PK,28.1794,68.0445,56.82,25,35,2.8,scattered clouds
351,Pitimbu,BR,-7.4706,-34.8086,79.39,78,2,10.74,clear sky
352,Mehamn,NO,71.0357,27.8492,17.55,86,67,36.82,broken clouds
353,Banjar,ID,-8.19,114.9675,82.98,74,79,0.81,broken clouds
354,Mitsamiouli,KM,-11.3847,43.2844,80.01,77,12,2.77,few clouds
355,Ambulu,ID,-8.345,113.6058,79.38,80,98,1.16,overcast clouds
356,Oriximina,BR,-1.7656,-55.8661,73.04,96,100,1.9,light rain
357,Colares,PT,38.7992,-9.4469,57.33,92,0,8.99,clear sky
358,Lebrija,ES,36.9208,-6.0753,56.79,93,0,1.14,clear sky
359,Hays,US,30.0502,-98.0336,52.3,50,100,1.01,overcast clouds
360,Bogorodskoye,RU,56.55,37.8833,26.37,95,100,9.1,light snow
361,Evensk,RU,61.95,159.2333,-2.9,79,100,11.79,overcast clouds
362,Cayenne,GF,4.9333,-52.3333,75.24,94,75,3.44,broken clouds
363,Sibsagar,IN,26.9833,94.6333,55.49,90,94,3.27,overcast clouds
364,Tuatapere,NZ,-46.1333,167.6833,75.47,51,18,7.27,few clouds
365,Talavera,PH,15.6167,120.9333,77.5,62,12,7.43,few clouds
366,Moron,AR,-34.6534,-58.6198,80.78,48,0,5.12,clear sky
367,Tommot,RU,58.9564,126.2925,-41.21,100,67,0.51,broken clouds
368,Lebu,CL,-37.6167,-73.65,55.26,78,26,25.59,scattered clouds
369,Bengkulu,ID,-3.8004,102.2655,77.13,86,100,4.18,moderate rain
370,Kruisfontein,ZA,-34.0033,24.7314,63.88,96,23,7.47,few clouds
371,Kutum,SD,14.2,24.6667,49.87,42,0,8.88,clear sky
372,Saraland,US,30.8207,-88.0706,47.12,61,9,2.95,clear sky
373,Vila Velha,BR,-20.3297,-40.2925,76.95,91,40,10.36,scattered clouds
374,Rangpur,BD,25.75,89.25,53.83,47,0,3.15,clear sky
375,Airai,TL,-8.9266,125.4092,68.29,73,100,3.62,overcast clouds
